Review,Rank,label
인생영화다 이건.. 탑건 ost만들어도 가슴이 웅장해집니다 ,10.0,1
굿 ,9.0,1
"이게 영화다, 이런 걸 극장에서 봐야 하는 거였어 ",10.0,1
영화 끝나자마자 평점주려고 귀찮음을 넘어서서 왔다 ,10.0,1
쫄깃쫄깃 두근두근난 뻔한결말을 좋아해오랜만에 굿초이스 ,10.0,1
영화보고 나오면서 재밌었다가 아니라 또보고싶다라고 말이나온영화는 처음입니다 제발 4dx다시 상영해주세요 ... ㅠㅠ ,10.0,1
세번 울었음 만점 줘야함 ,10.0,1
"한번보는걸로는 만족할수 없음.영화관에서 최소 3번이상 보는것을 강추.그다음에는 VOD 구매해서 3번 이상다음에는 OCN으로 30번 이상마지막으로 추석, 설날 특집까지 봐야되는 명작 중에 명작임. ",10.0,1
액션영화를 보고 울다니... ,10.0,1
오랜만에 가슴이 떨리는 영화를 봤습니다. ,10.0,1
안보면 인생 손해다 진짜 ,10.0,1
찐 헐리우드 영화  !!! 4d 필수 !!!! ,10.0,1
진짜 재밌다 몰입도 잘되고 공중전은 진짜 쫄깃쫄깃함 ,10.0,1
이 영화는 imax에서 꼭 봐야함! ,10.0,1
그냥 톰형은 너무 므찌다 ,10.0,1
친구들이랑 같이 보러갔는데 내가 밀덕이라서 감동받은건가 싶으면서 나왔는데 다 가슴이 웅장하다고 하더라... 이게 영화고 삶이고  어떻게 보면 마약이고... 탑건 월드클래스 맞습니다. ,10.0,1
영화관에서 또 보고싶음 ,10.0,1
영화관에서 5번 봤습니다.... 5번 더 볼 예정 ,10.0,1
진짜 내인샹 최고의 영화 ,10.0,1
진짜 뭐 말이 필요 없음 걍 지림 무조건 봐야함 ,10.0,1
완벽 그자체. 너무 재밌다. 짱짱 ,10.0,1
진짜 안보면 후회하는 영화 ,10.0,1
꼭 영화관에서 봐야하는 영화 ,10.0,1
씹었고 찢었고 지렸고 ㄷㄷㄷ ,10.0,1
영화관에서 3번 봤어요.. 더 볼수도.. ,10.0,1
"연출,연기 그저 빛... ",10.0,1
아주 재밌게 봤습니다. ,10.0,1
미쳤습니다 인생영화 등극 진짜 이건 영화관에서 보고 또 보고 또 봐도 여운이 남고 넷플릭스로 나오면 100번 보고싶은 영화 ,10.0,1
무슨 말이 필요할까 그저 슴가가 웅장해질뿐 ,10.0,1
상업 영화의 최고봉. 기리남겨질 대작이다 ,10.0,1
이거 안봤으면 엄청 후회했을듯... 2g로 봤는데 이건 4g로 꼭 봐야할듯요 생생한 현장감 인위적 그레픽이 아닌 리얼 액션씬 아주 아주 리얼해 미칠지경.... 군더더기가 전혀없슴 가식도 없슴 그저 오리지널 그 자체 ...,10.0,1
우와우와!!!진짜 몰입해서 봤어요. 넋놓고 보고 있으니 남편이 그렇게 재미있냐고ㅋㅋㅋ 꼭 극장에서 보세요!!! ,10.0,1
너무 좋았어요! 인생영화 돼서 벌써 몇번은 본 것 같아요 ,10.0,1
세상에 탑건 매버릭 안본사람 없게 해주세요.정말 미친 영화입니다. 여러번봐도 볼때마다 소름돋고 벅차올라요. ,10.0,1
영화관에서 보는거 킹정 ,10.0,1
미쳤어 ㄹㅇ 미쳤다고 미친 ,10.0,1
진짜 마음이 두근거리는 영화..간만에 정말 돈 안아까운 영화 봤습니다 최고! ,10.0,1
talk to me goose ,10.0,1
1편에 비해 거의 모든 면에서 진일보 ,8.0,1
보다가 지렸습니다. 이게 진짜 감동이고 영화라는 생각이 드네요. 그 어떤 폭력적이거나 외설적인 장면 하나 없이 연출과 영상미로 그 어떤 영화보다 가슴뛰게 하고 감동을 느끼게 하네요. 꼭 영화관에서 보세요!!!! ,10.0,1
화면 큰 아이맥스같은 곳에서 생동감있게 봤으면 하는 아쉬움이 있음액션 영화 좋아하면 진짜 좋아할 작품난 극호 ,10.0,1
하아…..내가 전투기 탄 것 같은 이 기분….대박이다 정말…. ,10.0,1
꼭 보세요 후회하지마시고 ,10.0,1
명작중에서도 명작이다. ,10.0,1
톰 크루즈가 아니였으면 누가 이 역을 맡았을지 상상이 가질 않는다 ,10.0,1
인생 처음으로 n회차 하는 영화 ,10.0,1
영화 시작할때 탑건 ost 제목은 모르지만 기타 연주곡 나올때 소름 ㅋㅋ 감성돋음 진짜 재미있게 잘봤습니다 I love Tom ,10.0,1
꼭보세요. 두번보세요. 세번보세요 ,10.0,1
영화시작부터 우와 ×발 감탄사가 터짐. 끝날때까지 우와거리고 봄.극장 가서보세요. IMAX 에서 보세요.4DX보세요. 안되면 극장에서 상영관 가장 큰곳에서 라도 보세요. ,10.0,1
이게 왜 천만을 못넘음..? ,10.0,1
가슴이 웅장해진다. 더 이상의 자세한 표헌은 생략한다. ,10.0,1
중학교 시절로 타임머신 태워 주신 크루즈 형 고마워. ,10.0,1
"날것의 진짜 감동, 내 인생 최애 영화가 되어버림 ",10.0,1
상업영화란 바로 이것. 4DX 계속 걸어주세요 ,10.0,1
10점 만점에 10점~ ,10.0,1
Don't thinking. just do it! ,10.0,1
너무 완벽한 영화라서 보는 내내 행복한데 끝나면  그립고 너무 동경하게된 나머지 내 현실과 이질감이 느껴져서 눈물이 나는 영화다 ,10.0,1
평점 처음 남깁니다 그리고 태어나서 처음으로 영화관에서 두번 봤습니다 ,10.0,1
탑건 1도 안보고 극장에서 봤는데 감동의 도가니 눈물 훔치고 나옴 . 집 오자마자 1보고 혼자 난리침 .. 하 탑건 잊지 못해 ,10.0,1
4DX열어줘요 세번도 볼 수 있으니까 ,10.0,1
보는 내내 쫄깃했습니다. ,10.0,1
재밌게 봤습니다 다만 결말은 좀 예측가능한감은 있었어요 ,9.0,1
10점 만점에 100점 주고 싶은 영화 ,10.0,1
"그냥 말이 필요없다~ 내가 본 영화중 가장 감동과 웅장,비장함이 다 느껴진 영화였다. ",10.0,1
지금까지 보았던 영화들 중 가장 완벽한 영화 ,10.0,1
톰이 풀레어 쏘면서 구스아들 구해줄때 울었다 ,10.0,1
오락영화로 최고이다! ,10.0,1
무조건 극장가서 보세요 최곱니다…. ,10.0,1
이게 영화지 이게 .... ,10.0,1
이거 보다 재밌는 영화 없다. 그냥 가서 보세요 ,10.0,1
비싼 영화관에서 꼭 보십시오 ,10.0,1
2번봐도 재밌음 시간가는줄 모르고 봄 ,10.0,1
영화관이 존재해야하는 이유를 분명하게 알려주는 영화 ,10.0,1
근래 보기 드문 모든게 완벽했던 영화 ,10.0,1
탑건 특유의 오후 4시 색감 연출이 몽글몽글 하게 만들구 완벽한 사운드와 영상미까지 제 인생영화입니다 ..극장 상영 끝나기 전에 다시 한 번 더 보러가려구요 체고 ,10.0,1
이거 진짜 천만 갈 줄 알았는데 이렇게 재밌는걸 왜 안보지? ,10.0,1
"Don’t Think, Just Do ",10.0,1
같은 영화를 보러 영화관에 3번이나 간건 첨이다 다시 또 이럴수 있을까 ,10.0,1
장난아니네요ㄷㄷ 오랜만에 헐리웃영화의 진짜 파워를 맛봅니다 ,10.0,1
영화관이 필요한 이유 탑건 ,10.0,1
그냥 극장에서 무조건 봐야되는 영화 ,10.0,1
영화관에서 꼭 봐야되는 영화. 천만 아직도 못 찍은게 신기할 정도. ,10.0,1
"4회차 관람을 마치고...네번째 보는데도, 마지막 미션 직전항모 갑판위 대원들씬이 잊히질 않는다 ",10.0,1
인생 최초 3번 영화관가서 본 영화 ,10.0,1
밤에 혼자 보고 왔는데 진짜 평생 기억에 남을 거 같아요 .... 올해 최고의 영화 ,10.0,1
"사나이의 젊음,우정,낭만을 느끼고 싶으면 이걸봐라 ",10.0,1
이거 보고 파일럿 되려고 퇴사함 ,10.0,1
와 .. 후기같은거안보고 그냥시간때우러 혼자갔다가 감탄날리고옴..장난아님..와..아직도 손끝이 찌릿찌릿 ,10.0,1
영화관에 가야하는 이유 ,10.0,1
내가 미국인인줄. 국뽕이 이런건가 싶음. 왜 울컥한지 모르겠지만 여운이 오래감 ,10.0,1
박수칠뻔했다 진심으로 ,10.0,1
범죄도시보다 재밌어 집중해서 본 적 처음… ,10.0,1
고3이지만 7/20에 방학하고 친구랑 몇달만에 집 근처 영화관가서 탑건매버릭 보고 왔는데 진짜 강추또 보고 싶은 영화 중 하나고 OTT 나오면 당장 다운 받아서 또 봐야지! ㅎㅎ이 기세를 몰아서 톰 크루즈가 건강하게...,10.0,1
인생영화 갱신했습니다 ,10.0,1
600만 돌파!! 추카추카! ,6.0,0
가슴이 웅장해진다.탑건은 전설 그자체이다. 꼭봐라 친구들! ,10.0,1
잔잔한 장면은 있었지만 지루한 장면은 하나도 없었음 전투기의 화려함 몰입감이 영화보는 내내 설레게 함 ,10.0,1
하..평점 처음으로 남기는데 그저 이 영화를 보게해준 톰에게 감사! ,10.0,1
내용은 존잼이고 탐 아저씨는 존멋임 ,10.0,1
보자마자 또보고싶은 영화 ,10.0,1
외+인 x계인 보고 봐서 그런가 재밌어 OO뻔함 나이거 왜 이제봤지? 아이맥스로 봤어야 되는데 ㅠㅠ 그래도 아직 극장에 있으니 제발 꼭 가서 보세요 개재밌음…. ,10.0,1
살면서 영화관에 와서 또 보고 싶다고 생각한 첫 영화…이걸 왜 이제서야 봤는지 천둥의신 말고 이걸 진작에 봤어야 하는데 ,10.0,1
레전드 군인 매버릭 루스터 추천합니다 ,10.0,1
역시 믿고보는 톰크루즈그는 전설이다대거 1 카피 댓. ,10.0,1
"돈이 아깝지 않은 영화,, 영화 본 뒤로 ost나 리뷰 영상 찾아보고 있습니다 영화본 후유증이 오래갈거같아요,, 탑건 안보면 님들만 손해임 ",10.0,1
제가 본  영화중 가장 재미있게 본 영화 입니다 배우들이 힘들었겠다긋 생각도들고  ost도  너무 좋아요제 인생영화가 될것 같네요.정말 정말 강력추천! 2시간 이라는긴시간  동안 한번도  지루한적 이 없어요.제가 학...,10.0,1
진짜 안보면 후회해요 감동과 액션 영상미 다 다 잡은 영화 ,10.0,1
보는 내내 감탄만 하다 나왔다… 와.. 미쳤다.. 이러면서.. 영화가 이렇게 재밌을 수 있다니! ,10.0,1
평점 처음 남김 ㅋㅋㅋㅋ 개미쳤음 말이 안나옴 ,10.0,1
방금보고왔습니다남편이보러가자해서기대안하고봤는데 조만간또보러와야겠어요 ,10.0,1
탑건 극장에서보길 잘한거같다 ,10.0,1
지린다 진짜 그냥 지린다 지려버린다 ,10.0,1
쵝오x10000!!! ,10.0,1
뻔한 클리셰를 뻔하지 않게 만든 영화부분부분 ost와 하늘에서의 영상미는 최근 개봉작들 중엔 압도적으로 뛰어나다. ,10.0,1
오랫만에 긴장하면서 본영화 스토리는 평범하지만 연출과 배우들의 연기가 커버한다 4dx로 다시 보고싶으니까 4dx 좀 열어줘라!!! ,10.0,1
감동과 전율이 느껴졌어요 ,10.0,1
"영화, 연출, 스토리 모두 좋았습니다. 톰크루즈 짱.. ",10.0,1
매버릭 진짜 너무 멋있다!! ,10.0,1
올타임 레전드 명작 탑건 ,10.0,1
"인생 영화가 된 영화이고 1을 보면 더욱 재밌어지는 영화. 1은 취향이 아니었지만, 그것마저도 재미있게 만들어버리는 힘을 가졌다. 자극적인 영화가 아니더라도 성공할 수 있다는 것을 보여준 영화. ",10.0,1
진짜 잘만든 영화 명작임 ,10.0,1
가슴이 웅장해졌다.. ,10.0,1
극장에서 봐야하는 영화 너무 재밌어요 짜릿해 ,10.0,1
오래 상영해서 많은 사람들이 보면 좋겠는 영화. ,10.0,1
영화 내리기 전에 꼭 극장에서! 가장 큰 관에서 보시길 추천합니다. 전투기 너무 신기하고 멋뎌요 ,10.0,1
진짜 최고임 두번봐도 돈 안아까워요 ㅎㅎ누가 재미 없다고 하는지 영화끝나고 다들 분위기도 좋았음ㅎㅎ ,10.0,1
그냥 만점 드립니다 재미있습니다 ,10.0,1
영화 끝나고 집에 가는 길에 저도 모르게 탑건에 대해 엄청 찾아보게 되는 있는 거 있죠?.... 정말 오랜만에 감명깊은 영화봤어요 액션영화를 선호하는 편이 아닌데도 굉장히 흥미진진했어요! 절정 구간에서는 두손을 모으...,10.0,1
남자의 가슴을 뜨겁게하는 영화여자의 마음을 설레게하는 영화그렇기에 극장에서 꼭 봐야하는 영화 ,10.0,1
진짜 미친 영화... 1편의 향수와 세월의 농익음을 그대로 보여줌 ,10.0,1
내용도 연기도 영상도 음악도 뭐하나 뛰어나지 않은게 없는 영화. 무조건 극장 중에서도 돌비사운드로 볼 것을 추천합니다. 4D보다도 오히려 전투기가 나오는 영화라 탄탄한 사운드가 더 몰입에 효과적이었어요. 사운드가 좋...,10.0,1
"미췬 구성과 액션, 연기력에 감탄 ",10.0,1
1편보고뵛는데 감동이 배가 되네여 재밋어요 명불허전 늙지도 않는 영원한 탑건 매버릭 ,10.0,1
최근 본 영화 중 가장 재밌어요! 최고에용 ,10.0,1
드라마도 영화도 1년에 한두개 볼까말까한 사람인데 이건 나왔다는 예기 듣고 별생각 없다 ost듣고 예고편도 안보고 영화관가서 그냥 보고 왔습니다. 처음 영화관에서 보고 감동이 물밀듯이 몰려와서 바로 다음날 영화관가서...,10.0,1
 이렇게 영화다운 영화는 진짜 오랜만에 본다 ,10.0,1
톰크루즈는 레전드다.. ,10.0,1
와ㅋㅋㅋㅋ 이게 영화지 ,10.0,1
기대하지 않고 봤지만 재미었고 눈이 호강함 ,9.0,1
레전드 진짜 온몸에 소름이 15번정도 돋음 ,10.0,1
36년 평생 영화관에서 본것중에 제일 돈이 아깝지않고 영화를 영화관에서 보는 이유를 알게된 작품.탑건 매버릭을 보려고 한번도 안본 탑건1을 보고갔는데 보고 가길 너무 잘했다는 생각이 듬.스크린x에서 봤는데 돌비로 한...,10.0,1
매버릭 얼굴 잘생겻고 행맨이랑 루스터 다 잘생김 ,10.0,1
마지막 30분전투기씬때문에 별점주러 들어옴 ,10.0,1
평점9.6이라 뭔가싶어 4D로 봤음. 며칠동안 여운이 가시질 않고 자꾸 생각남. 특별관 다 내리기전에 한번 더 봐야겠음. 이번주 토요일 돌비시네마 예약후 잔뜩 기대중. 이상함. 다 아는 스토리인데 그래도 기대됨. ,10.0,1
별 기대 안 하고 오직 톰 크루즈 때문에 봤는데 엄마랑 펑펑 울면서 나옴. 명작 ,10.0,1
역시 톰형 ㅎㅎ왜 이제 나왔는지 너무 아쉽다. 모든것을 직접했다는데 대단하십니다.꼭 영화관에서 봐야지 제대로 감동을 느낌 GOOD ,10.0,1
공군 관련 영화는 처음보는데 ㄹㅇ 인생영화 됐네 ,10.0,1
영화 정말 맛있습니다. ,10.0,1
잠깐이지만 소년 시절로 다녀온 느낌 ,9.0,1
나도 같이 해군 체험 통쾌해서 재미었다 ,10.0,1
,9.0,1
부모님 모시고 가면 좋아하실 영화입니다. 1편 보고 가는 걸 추천합니다 ,10.0,1
1 보고 2 보니까 훨씬 재미있어요 ,10.0,1
부모님 모시고 가서 봤습니다. 내용은 어느정도 예측 가능하지만 영상미는 전혀 예상 가능하지 않았네요. 너무 멋있는 영화입니다. 추천합니다. ,10.0,1
최고ㅔ ,10.0,1
멋져용 ,10.0,1
초반엔 약간 지루했는데 후반부를 볼려고 영화를 본것 같아요 마지막 30분동안 짜릿했습니다~ ,9.0,1
1편도 안 본 영화를 이렇게 재밌게 볼줄은 몰랐습니다 ,10.0,1
생애 처음으로 세 번 4dx로 본  영화 ,10.0,1
한번 더 보고 싶어요 아놔 ,10.0,1
이 영화 안 볼거면 걍 나가 죽으셈 ,10.0,1
영화관에서 상영하는 그날까지 보고싶은 영화.. 오랜만에 벅참이라는 걸 느껴봤어요. ost까지 완벽 ,10.0,1
2d로 봐도 직접 조정하는 느낌이었어요! 고개를 좌우로 저어가며 보게됨. 탐크루즈의 열정 대단합니다! 발킬머 분도 찡한 감동 줌.36년 후에도 탑건 후속을 보게 되길! 조종사가 필요없는 때가 와: not today ,10.0,1
부모님도 재밌어하시는 영화.                         돈아깝지않는 영화였습니다! ,10.0,1
대존존잼 너무너무재밌음 ,10.0,1
할말하않너무재밌었고왕추천함니다 ,10.0,1
이런거 첨해본다.. 열번봐라.. ,10.0,1
28년 사는동안 영화관에서 같은영화 2번본 첫번째 영화 ,10.0,1
진짜 숨도 못쉬고 봤다 너무 재밌다 진짜 ,10.0,1
또 보고싶을 정도로 재미있네요 ,10.0,1
진짜 명작이다 꼭 보세요 ,10.0,1
역시... 소문대로 완전 재밌네요 시간가는줄몰랐습니다. ,10.0,1
탑건은 몇 번봐도 안질릴 영화.  1도 보고가세요!! ,10.0,1
1편 보고 가길 잘 한 영화. 연기부터 연출까지 최고였다 ,10.0,1
영화내려가기전에 본일은 너무 잘한일 ,10.0,1
평점 처음달아보는데 이건 달아야겠다는 생각이 드네요. ,10.0,1
나는 정말 평점을 남겨본 적이 없다. ,10.0,1
ㄹㅇ 재밌음 꼭 보셈 안 보면 후회 ,10.0,1
진짜 근 3-4년내에 봤던 영화 중 탑of탑임.토르볼려다가 이상하게 상영하는곳이 많지않길래탑건봤는데 이거보길잘했음. 혼자또보러갈예정!! ,10.0,1
진짜 일단 보면 알 영화!!!! ,10.0,1
긴장감 최고! 실제 비행을하는것같은 몰입감ㅎ ,10.0,1
꼭 보세요!  지난간 영광의 잔해들이 아닌  영광끝에 또다른 영광의 시작을 알리는 영화입니다나와같은시대에서  함께하는  톰  고마워요 ,10.0,1
"미친 액션,미친 영상미,미친 몰입도 ",10.0,1
"그저 완벽인물 간의 스토리, 실제 전투기 액션다운 액션씬들, 배우들의 연기력, 연출 어디하나 빠지지 않는 그래서 내 방광을 희생하며 보게 된 올해 개봉작들 중 무조건 TOP3에 들어갈거라 생각합니다이 영화는 진짜 극...",10.0,1
최고다 걍 너무 멋있었다 ,10.0,1
이 영화를 세 번만 본게 억울해서 네 번 보러갑니다.탐형님이 격례박는거 진짜 돌았습니다. ,10.0,1
이게 낭만이다 .  하늘을 나는 기분 좋다 ,10.0,1
내용은 전형적인 미국서부극 같은 뻔한 스토리지만 그걸 커버하고도 남는 생생함이 넘치는 영상. 놀이기구를 실제 타는 느낌 ,10.0,1
이 영화는 두번 봐도 재밌습니다 ,10.0,1
,10.0,1
,10.0,1
한번 더봐야겠다ㅎㅎㅎㅎ ,10.0,1
탑권 탑권! ,8.0,1
내리기전에 보세요강잼! ,10.0,1
마녀와 고민했던 내 자신이 너무 한심해지는 순간이었다. 모든게 완벽한 5중주를 이루는 대작이다. 내 방을 4DX 상영관으로 바꾸고싶다. ,10.0,1
꼭 보세요!! 올해 최고의 영화! ,10.0,1
역사에 남을 영화란 이런 것. ,10.0,1
걍 지림 ㅋㅋ 보신분들은 다 공감함 ㅋ ,10.0,1
끝나고 강렬한 여운때문에 일어나지 못했다... ,10.0,1
재미있게 봤습니다 현실감 넘쳐요 ,8.0,1
오락 영화의 정점. 액션배우로써의 톰 크루즈도 언젠간 물러나겠지만 not today. ,10.0,1
,8.0,1
"이 영화는 진짜다.. 여태까지 24년간 봤던 영화 중 단연 최고며, 향후 50년 뒤에도 마찬가지일 것이다. 이 영화 안본 사람은 겸상 안한다. ",10.0,1
오늘을 살아가는 것이 필요하고도 충분한 이유. ,8.0,1
오늘부터 미 해군 조종사로 이직하기로 함 ,10.0,1
이게 진정한 상업영화지 ㅠ 존잼 ,10.0,1
"마블 덕후인데도, 이번 토르는 보고나서 시간과 돈이 아깝다 느꼈다. 그러나 탑건을 보고 나서는 돈을 더 내서라도, 시간을 더 내서라도 꼭 다시 봐야 하는 영화구나 싶었다. 소장하고 대대손손 물려주고 싶은 영화! 탐 ...",10.0,1
처음 시작할때 종소리 듣고 바로 넉다운....생각지도 않은 Danger zone 음악에 두번 넉다운...넋이 나간채로 감상 ,10.0,1
굿…톰크루즈 존잘 밥 존잘….스토리는.. 뻔했지만. 낭만이다!!! ,10.0,1
ㄹㅈㄷ다 정말 왜 톰크루즈를 주연으로 썼는지 알듯 ,10.0,1
마음이 찡~하기도하고 ㅜㅜ너무 너무 재미나게 봤어용 ,10.0,1
"앞으로도 이런 영화가 많이 나와줬음 좋겠습니다 최고입니다,, ",10.0,1
 해변씬 행복 전염 ,10.0,1
사랑합니다 탑건...한스짐머는 신이다 진짜... ,10.0,1
재입대 삘받는영화! ,10.0,1
탑건 헌정 영상입니다 탑건 1도 함께 보세요 ,9.0,1
돌비로 봤는데 좋아서 4dx도 봤는데 더 좋아졌다. ,10.0,1
무조건 4DX... ,10.0,1
넘무재밋어용두번봤어요 ,10.0,1
와 진짜 너무 재밌어요ㅠㅠ 꼭 보세요ㅠㅠ영화를 별로 좋아하지 않는 엄마와 같이 봤는데36년만에 탑건을 다시 봐서 좋고 정말 재밌으셨다고 하세요!또 보고 싶네요!! ,10.0,1
"내가 액션을 별로 좋아하지 않는걸 고려하지 않아도 영상미와 연출만으로 8점은 가뿐히 줄만했고, 1편을 보고온다면 더 완벽히 즐길 수 있는 영화라고 생각합니다 ",8.0,1
비법이랍시고 파인애플 과즙에 토마토 썰어넣는 순대국밥집 다니다 50년전통의 깍뚜기도 직접 담구는 할머니의 손맛이 들어간 국밥을 먹는 느낌 ,10.0,1
정말 감동입니다… 오랜만에 진짜 좋은 영화 본 느낌입니다.. ,10.0,1
이런영화를 누가 감히 평가할수 있을까싶은 영화 ,10.0,1
멋지고 재밌 있어요^^ ,10.0,1
오마주와 새로운 스토리가 잘 믹스됨 ,10.0,1
이렇게 만족하면서 쫄깃쫄깃하게 본 영화 디따 오랜만이네요 ㅎ.ㅎ 꼭 보시길 ! 톰크루즈 넘 멋있어요 : ) ,10.0,1
가슴에 오래도록 남을 영화! 톰 당신은 세월의 무상함도 이겨내는군요 respect!!! ,10.0,1
그저최고ㅈㄴㅈㄴ체고 ,10.0,1
엄청나게 재밌습니다 이건 10번은 봐야겠네요 ,10.0,1
그냥 다른말 필요없고 미쳤다 ,10.0,1
스토리보다 연출과 장면구현에 비중을 두는데 톰크루즈가 어떻게 하면 사람들이 쾌감을 느끼고 좋아할지 니즈를 잘 파악할뿐더러 다른 배우들도 모두 연기랑 표정이 너무 좋아서 영상미가 진짜 좋았음 톰크루즈는 걍 안늙고 CG...,10.0,1
진짜 재밌음 무조건 영화관에서 봐야하는 영화 ,10.0,1
올해 본 영화중 제일 재밌네ㅋㅋ탐 크루즈 팬 될거 가틈ㅋㅋㅋ ,10.0,1
오랜만에 정말 기분 좋게 영화관을 나왔다 ,10.0,1
감동 스토리 연기 연출 cg 모두 다 완벽한영화 그리고 존나 재밌다 ,10.0,1
최고임 무조건 보라고 말해주고 싶네요 ,10.0,1
최고...말이 필요 없음. ,10.0,1
진짜 근3년만에 젤 재밌게본영화 ,10.0,1
최고네요.오래기다린 보람이 있는 찐 액션! ,9.0,1
정말로 살면서 처음으로 영화관에서 같은 영화를 2번 봤다.. ,10.0,1
추락하는 적 전투기로 적의 미사일을 막아내는 장면이 BEST ,10.0,1
,10.0,1
와 왠만한 후속작은 기대도 안하고 보는데 정말 너무 재미있었습니다.톰크루즈도 너무 멋지구요. ,10.0,1
지림ㄹㅇ 다보고 박수를 침 ,10.0,1
이건 꼭 극장에서 봐야함 ,10.0,1
집에 돌아와 ost를 들으면서 내용을 되씹는것까지가 이 영화의 완성 ,10.0,1
,9.0,1
추억이 새록새록재밌게 봤습니다 ,10.0,1
탐크루즈♡  멋지게 마무리 되어서 기쁩니다 ,10.0,1
노년을 바라보는 잘생긴 늙은 사자는 다시 한번 육신의 한계를 넘어 자신의 존엄을 증명하여 명예를 지켰다.무너져 가는 영화 산업을 지키려는 사명을 담아 중력의 9배를 직접 견디며 OTT 서비스의 싸구려 드라마들과는 다...,10.0,1
최고였습니다! 여러번 봐도 자꾸만 보고싶은 중독되는 영화예요 ,10.0,1
오랜만에 영화다운 영화를 감상했습니다 ,10.0,1
아이맥스에서 다시 해줬으면 ,10.0,1
오늘도 take my breath away ,10.0,1
아무기대없이 봤는데 울컥울컥탐크루즈는 늙어도 탐크루즈네요와. 눈을뗄수 없던 시간이었습니다 ,10.0,1
영화관 안 간지 7년도 넘은 내가 이거 보려고 영화관 왔다. 한 번 본 영화는 절대 안 보지만 다음주에 또 볼거다.. ,10.0,1
진짜  N차 관람 꼭 하세요ㅠㅠㅠㅠ 미국뽕이 차오릅니다 ,10.0,1
중반 스피드를 좀 높였다면 아주 최고의 작품이었을것 ,9.0,1
,10.0,1
재밌게 보고 왔습니다! ,10.0,1
1편보다 재밌네요. ,9.0,1
5백원 받을라고 와따 ,10.0,1
톰 크루즈의 배우 인생도 언젠간 막을 내릴거다 그게 오늘이 아닐뿐 ,10.0,1
30년살면서 영화후기 처음남깁니다. 영화관에서 상영할때 꼭보셔야합니다돌비시네마에서 봤는데 만족만족 대만족4dx로 한번더보고싶어요 ,10.0,1
빠짐없이 물흐르듯 재밌습니다 ,10.0,1
너무자미따 히응응해으응 ,10.0,1
진짜 이 영화 하나만으로 자신의 진로가 진지하게 고민이 되는 영화임 ,10.0,1
진짜 내용이 정말 잘 연결되어 있음 요즘 영화는 끝이 흐리던가 하는데 이 영화는 처음부터 끝까지 명확함 너무 재밌음 ,10.0,1
만족합니다. 영상퀄이랑 내용이 인상적 ,10.0,1
간만에 가슴이 뛰는 영화임 ,10.0,1
최근 본 영화중 최고입니다. 이건 봐야합니다. 끝. ,10.0,1
최고의 영화중 하나였다. ,10.0,1
진짜 가슴이 웅장해진다 말이필요없다 ,10.0,1
무조건 영화관에서 보시길.. ,10.0,1
역시 톰 아저씨!!♡♡♡ ,10.0,1
두번 봤지만 봐도 봐도 계속 봐도 좋은 영화~ 최고에요!! ,10.0,1
영화가 무엇인지 다시 생각하게 하는 영화.오랜만에 보는 진짜 영화.톰크루즈가 존경스럽다. 그 고집. ,10.0,1
영화가 끝나고 슬퍼서 눈물이 나는게 아니라 좋아서 눈물이 났네요 ,10.0,1
,10.0,1
기회가 있어 두번 봤는데 두번째도 지루함이 없는걸 보니 걸작인듯합니다 ,10.0,1
생각보다 더더더 재미있음. 지루할 틈이 없음! ,10.0,1
"나이에서 나오는 바이브뿐만 아니라, 이제 꽉 채워진 연기... 마일즈 텔러는 진짜.. 감탄 했습니다... 위플래쉬에서 그 '배우'가 맞는지.. 대단했어요.꽉찬 감동과 시간 내내 지루하지 않고, 빈틈없이...",10.0,1
경험으로써의 영화 ,10.0,1
내 평생 돈주고 같은영화를 2번이상 관람한건 처음. 그만큼 여운이 깊고 오래가는 영화. Ost 듣기만 해도 가슴이 웅장해짐. 안보면 후회할 영화. 본사람들만이 공유할 수 있는 세상이 존재하는 영화. 안보면 후회함. ...,10.0,1
리뷰 처음 남겨요.. 코로나이후 레전드 오브레전드 최고네요.. 형제애 국가애 부자애 다나오면서 액션+ 앤딩 + 중간중간 애드립도..완벽하다는 말밖에.. ,10.0,1
아주~~ 좋아쑤~~!! ,10.0,1
N차 관람을 왜 하는지 알겠다 ,10.0,1
4dx로 다시 보고 싶은 영화입니다. ,10.0,1
진짜 대박입니다... ,10.0,1
대박..왜 평점이 높은지 알겠네요 아이맥스에서 봤으면 더 좋았을것을 ㅠㅠ ,10.0,1
땀내나는 영화.남자가 뭐에 미치는지 정확하게 아는 영화. ,10.0,1
영화관에서 봐야할 영화몰입감 미친 영화 ,10.0,1
진짜 30년만에 처음 영화리뷰 써봅니다대박그냥 보세요 생각하지말고 저스트 두잇 ,10.0,1
탑건 1을 안 봤다고 해도 충분히 내용이 이해가도 다시 영화관에 가서 볼 예정입니다요 근래 최고의 영화입니다 ,10.0,1
그냥 올해 최고의 영화 입니다 ,10.0,1
그냥미쳤음....우리지역에4d가 없다는게 한임 ,10.0,1
결국울어버린. 울수밖에  없던 영화. 탑건보다 더 멋있었던 톰아저씨ㅠㅠ연기도좋고음악좋고비행장면실감나고 최고였습니다 ,10.0,1
뭘 해줘야 관객들이 환호할지 너무 잘아는 영화. 톰크루즈는 여전히 멋있다. ,10.0,1
